event_type,timestamp,node_id,node_addr,packet_id,source,dest,data_value,next_hop,routing_option,previous_hop
ROUTE,1857.287902,23,"[1,4]",95_3,"[29,3]","[12,3]",27.651298,"[6,7]",Cluster Routing Cluster,23
SEND,1875.569704,97,"[29,1]",97_2,"[29,1]","[4,2]",10.978133,,,
SEND,1876.427880,1,"[12,3]",1_3,"[12,3]","[24,4]",34.716829,,,
ROUTE,1876.427880,1,"[12,3]",1_3,"[12,3]","[24,4]",34.716829,"[12,254]",Up Tree,1
ROUTE,1876.427975,2,"[12,2]",1_3,"[12,3]","[24,4]",34.716829,"[6,3]",Up Tree,2
ROUTE,1876.428055,13,"[6,3]",1_3,"[12,3]","[24,4]",34.716829,"[6,254]",Cluster Routing Router Gateway,2
ROUTE,1876.428155,22,"[6,1]",1_3,"[12,3]","[24,4]",34.716829,"[1,4]",Up Tree,22
ROUTE,1876.428250,23,"[1,4]",1_3,"[12,3]","[24,4]",34.716829,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1876.428338,24,"[1,1]",1_3,"[12,3]","[24,4]",34.716829,"[1,3]",Down Tree,24
ROUTE,1876.428451,26,"[1,3]",1_3,"[12,3]","[24,4]",34.716829,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1876.428568,37,"[2,1]",1_3,"[12,3]","[24,4]",34.716829,"[2,5]",Down Tree,37
ROUTE,1876.428665,38,"[2,5]",1_3,"[12,3]","[24,4]",34.716829,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,1876.428768,48,"[10,1]",1_3,"[12,3]","[24,4]",34.716829,"[4,2]",Cluster Routing Cluster,48
SEND,1880.470553,6,"[15,1]",6_4,"[15,1]","[14,3]",44.537186,,,
SEND,1900.190715,53,"[16,2]",53_2,"[16,2]","[2,6]",17.237297,,,
ROUTE,1900.190715,53,"[16,2]",53_2,"[16,2]","[2,6]",17.237297,"[16,254]",Up Tree,53
ROUTE,1900.190813,43,"[16,1]",53_2,"[16,2]","[2,6]",17.237297,"[6,5]",Up Tree,43
ROUTE,1900.190930,32,"[6,5]",53_2,"[16,2]","[2,6]",17.237297,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,1900.190996,22,"[6,1]",53_2,"[16,2]","[2,6]",17.237297,"[1,4]",Up Tree,22
ROUTE,1900.191090,23,"[1,4]",53_2,"[16,2]","[2,6]",17.237297,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1900.191179,24,"[1,1]",53_2,"[16,2]","[2,6]",17.237297,"[1,3]",Cluster Routing Cluster,24
ROUTE,1900.191292,26,"[1,3]",53_2,"[16,2]","[2,6]",17.237297,"[2,6]",Cluster Routing Cluster,26
RECEIVE,1900.191397,27,"[2,6]",53_2,"[16,2]","[2,6]",17.237297,,,26
SEND,1915.847211,74,"[22,5]",74_14,"[22,5]","[3,1]",37.934766,,,
SEND,1923.532269,98,"[25,1]",98_2,"[25,1]","[29,3]",35.155236,,,
ROUTE,1923.532269,98,"[25,1]",98_2,"[25,1]","[29,3]",35.155236,"[24,3]",Cluster Routing Cluster,98
ROUTE,1923.532361,87,"[24,3]",98_2,"[25,1]","[29,3]",35.155236,"[29,3]",Cluster Routing Cluster,87
RECEIVE,1923.532451,86,"[29,3]",98_2,"[25,1]","[29,3]",35.155236,,,87
SEND,1939.378344,42,"[16,4]",42_2,"[16,4]","[24,2]",43.788478,,,
ROUTE,1939.378344,42,"[16,4]",42_2,"[16,4]","[24,2]",43.788478,"[16,254]",Up Tree,42
ROUTE,1939.378401,43,"[16,1]",42_2,"[16,4]","[24,2]",43.788478,"[6,5]",Up Tree,43
ROUTE,1939.378517,32,"[6,5]",42_2,"[16,4]","[24,2]",43.788478,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,1939.378584,22,"[6,1]",42_2,"[16,4]","[24,2]",43.788478,"[1,4]",Up Tree,22
ROUTE,1939.378678,23,"[1,4]",42_2,"[16,4]","[24,2]",43.788478,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1939.378767,24,"[1,1]",42_2,"[16,4]","[24,2]",43.788478,"[1,3]",Down Tree,24
ROUTE,1939.378879,26,"[1,3]",42_2,"[16,4]","[24,2]",43.788478,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1939.378996,37,"[2,1]",42_2,"[16,4]","[24,2]",43.788478,"[2,5]",Down Tree,37
ROUTE,1939.379094,38,"[2,5]",42_2,"[16,4]","[24,2]",43.788478,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,1939.379196,48,"[10,1]",42_2,"[16,4]","[24,2]",43.788478,"[10,3]",Down Tree,48
ROUTE,1939.379284,59,"[10,3]",42_2,"[16,4]","[24,2]",43.788478,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,1939.379357,69,"[17,1]",42_2,"[16,4]","[24,2]",43.788478,"[24,254]",Cluster Routing Cluster,69
ROUTE,1939.379473,78,"[17,3]",42_2,"[16,4]","[24,2]",43.788478,"[24,2]",Cluster Routing Cluster,78
RECEIVE,1939.379592,89,"[24,2]",42_2,"[16,4]","[24,2]",43.788478,,,78
SEND,1948.053652,27,"[2,6]",27_2,"[2,6]","[33,1]",40.032266,,,
ROUTE,1948.053652,27,"[2,6]",27_2,"[2,6]","[33,1]",40.032266,"[2,254]",Up Tree,27
ROUTE,1948.053724,37,"[2,1]",27_2,"[2,6]","[33,1]",40.032266,"[1,3]",Up Tree,37
ROUTE,1948.053841,26,"[1,3]",27_2,"[2,6]","[33,1]",40.032266,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1948.053953,24,"[1,1]",27_2,"[2,6]","[33,1]",40.032266,"[1,4]",Down Tree,24
ROUTE,1948.054042,23,"[1,4]",27_2,"[2,6]","[33,1]",40.032266,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,1948.054136,22,"[6,1]",27_2,"[2,6]","[33,1]",40.032266,"[6,4]",Down Tree,22
ROUTE,1948.054235,31,"[6,4]",27_2,"[2,6]","[33,1]",40.032266,"[14,2]",Cluster Routing Router Gateway 2,22
ROUTE,1948.054327,40,"[14,2]",27_2,"[2,6]","[33,1]",40.032266,"[14,4]",Down Tree,40
ROUTE,1948.054425,50,"[14,4]",27_2,"[2,6]","[33,1]",40.032266,"[21,1]",Down Tree,50
ROUTE,1948.054486,60,"[21,1]",27_2,"[2,6]","[33,1]",40.032266,"[26,1]",Cluster Routing Router Gateway 2,50
ROUTE,1948.054554,70,"[26,1]",27_2,"[2,6]","[33,1]",40.032266,"[33,254]",Cluster Routing Cluster,70
ROUTE,1948.054663,81,"[26,3]",27_2,"[2,6]","[33,1]",40.032266,"[33,1]",Cluster Routing Cluster,81
RECEIVE,1948.054726,91,"[33,1]",27_2,"[2,6]","[33,1]",40.032266,,,81
SEND,1959.011482,75,"[31,3]",75_6,"[31,3]","[23,1]",19.700160,,,
ROUTE,1959.011482,75,"[31,3]",75_6,"[31,3]","[23,1]",19.700160,"[31,254]",Up Tree,75
ROUTE,1959.011526,76,"[31,1]",75_6,"[31,3]","[23,1]",19.700160,"[24,5]",Up Tree,76
ROUTE,1959.011616,77,"[24,5]",75_6,"[31,3]","[23,1]",19.700160,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,1959.011697,78,"[17,3]",75_6,"[31,3]","[23,1]",19.700160,"[17,254]",Up Tree,78
ROUTE,1959.011813,69,"[17,1]",75_6,"[31,3]","[23,1]",19.700160,"[10,3]",Up Tree,69
ROUTE,1959.011886,59,"[10,3]",75_6,"[31,3]","[23,1]",19.700160,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1959.011973,48,"[10,1]",75_6,"[31,3]","[23,1]",19.700160,"[2,5]",Up Tree,48
ROUTE,1959.012076,38,"[2,5]",75_6,"[31,3]","[23,1]",19.700160,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1959.012173,37,"[2,1]",75_6,"[31,3]","[23,1]",19.700160,"[1,3]",Up Tree,37
ROUTE,1959.012290,26,"[1,3]",75_6,"[31,3]","[23,1]",19.700160,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1959.012403,24,"[1,1]",75_6,"[31,3]","[23,1]",19.700160,"[1,4]",Down Tree,24
ROUTE,1959.012492,23,"[1,4]",75_6,"[31,3]","[23,1]",19.700160,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,1959.012586,22,"[6,1]",75_6,"[31,3]","[23,1]",19.700160,"[6,5]",Down Tree,22
ROUTE,1959.012652,32,"[6,5]",75_6,"[31,3]","[23,1]",19.700160,"[16,1]",Cluster Routing Router Gateway 2,22
ROUTE,1959.012769,43,"[16,1]",75_6,"[31,3]","[23,1]",19.700160,"[16,2]",Cluster Routing Cluster,43
SEND,1960.062940,29,"[10,2]",29_3,"[10,2]","[25,1]",42.690242,,,
SEND,1960.166902,67,"[24,4]",67_3,"[24,4]","[33,1]",41.123957,,,
ROUTE,1960.166902,67,"[24,4]",67_3,"[24,4]","[33,1]",41.123957,"[24,254]",Up Tree,67
ROUTE,1960.167001,78,"[17,3]",67_3,"[24,4]","[33,1]",41.123957,"[17,254]",Up Tree,78
ROUTE,1960.167117,69,"[17,1]",67_3,"[24,4]","[33,1]",41.123957,"[10,3]",Up Tree,69
ROUTE,1960.167190,59,"[10,3]",67_3,"[24,4]","[33,1]",41.123957,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,1960.167278,48,"[10,1]",67_3,"[24,4]","[33,1]",41.123957,"[2,5]",Up Tree,48
ROUTE,1960.167380,38,"[2,5]",67_3,"[24,4]","[33,1]",41.123957,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1960.167478,37,"[2,1]",67_3,"[24,4]","[33,1]",41.123957,"[1,3]",Up Tree,37
ROUTE,1960.167595,26,"[1,3]",67_3,"[24,4]","[33,1]",41.123957,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1960.167707,24,"[1,1]",67_3,"[24,4]","[33,1]",41.123957,"[1,4]",Down Tree,24
ROUTE,1960.167796,23,"[1,4]",67_3,"[24,4]","[33,1]",41.123957,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,1960.167890,22,"[6,1]",67_3,"[24,4]","[33,1]",41.123957,"[6,4]",Down Tree,22
ROUTE,1960.167989,31,"[6,4]",67_3,"[24,4]","[33,1]",41.123957,"[14,2]",Cluster Routing Router Gateway 2,22
ROUTE,1960.168081,40,"[14,2]",67_3,"[24,4]","[33,1]",41.123957,"[14,4]",Down Tree,40
ROUTE,1960.168179,50,"[14,4]",67_3,"[24,4]","[33,1]",41.123957,"[21,1]",Down Tree,50
ROUTE,1960.168240,60,"[21,1]",67_3,"[24,4]","[33,1]",41.123957,"[26,1]",Cluster Routing Router Gateway 2,50
ROUTE,1960.168309,70,"[26,1]",67_3,"[24,4]","[33,1]",41.123957,"[33,254]",Cluster Routing Cluster,70
ROUTE,1960.168417,81,"[26,3]",67_3,"[24,4]","[33,1]",41.123957,"[33,1]",Cluster Routing Cluster,81
RECEIVE,1960.168480,91,"[33,1]",67_3,"[24,4]","[33,1]",41.123957,,,81
SEND,1960.269492,58,"[10,5]",58_3,"[10,5]","[15,1]",26.461321,,,
ROUTE,1960.269492,58,"[10,5]",58_3,"[10,5]","[15,1]",26.461321,"[10,254]",Up Tree,58
ROUTE,1960.269551,48,"[10,1]",58_3,"[10,5]","[15,1]",26.461321,"[2,5]",Up Tree,48
ROUTE,1960.269654,38,"[2,5]",58_3,"[10,5]","[15,1]",26.461321,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,1960.269751,37,"[2,1]",58_3,"[10,5]","[15,1]",26.461321,"[2,4]",Down Tree,37
ROUTE,1960.269865,28,"[2,4]",58_3,"[10,5]","[15,1]",26.461321,"[5,2]",Cluster Routing Router Gateway 2,37
ROUTE,1960.269949,18,"[5,2]",58_3,"[10,5]","[15,1]",26.461321,"[5,5]",Cluster Routing Cluster,18
ROUTE,1960.270041,7,"[5,5]",58_3,"[10,5]","[15,1]",26.461321,"[15,1]",Cluster Routing Cluster,7
RECEIVE,1960.270120,6,"[15,1]",58_3,"[10,5]","[15,1]",26.461321,,,7
SEND,1964.277287,73,"[28,1]",73_3,"[28,1]","[2,6]",35.080444,,,
SEND,1976.932523,92,"[34,1]",92_2,"[34,1]","[22,4]",19.265955,,,
ROUTE,1976.932523,92,"[34,1]",92_2,"[34,1]","[22,4]",19.265955,"[34,254]",Up Tree,92
ROUTE,1976.932608,82,"[27,2]",92_2,"[34,1]","[22,4]",19.265955,"[27,254]",Up Tree,82
ROUTE,1976.932707,71,"[27,1]",92_2,"[34,1]","[22,4]",19.265955,"[21,2]",Up Tree,71
ROUTE,1976.932808,61,"[21,2]",92_2,"[34,1]","[22,4]",19.265955,"[21,254]",Cluster Routing Router Gateway,71
ROUTE,1976.932920,50,"[14,4]",92_2,"[34,1]","[22,4]",19.265955,"[14,254]",Up Tree,50
ROUTE,1976.933018,40,"[14,2]",92_2,"[34,1]","[22,4]",19.265955,"[6,4]",Up Tree,40
ROUTE,1976.933110,31,"[6,4]",92_2,"[34,1]","[22,4]",19.265955,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1976.933209,22,"[6,1]",92_2,"[34,1]","[22,4]",19.265955,"[1,4]",Up Tree,22
ROUTE,1976.933303,23,"[1,4]",92_2,"[34,1]","[22,4]",19.265955,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1976.933392,24,"[1,1]",92_2,"[34,1]","[22,4]",19.265955,"[1,3]",Down Tree,24
ROUTE,1976.933504,26,"[1,3]",92_2,"[34,1]","[22,4]",19.265955,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1976.933621,37,"[2,1]",92_2,"[34,1]","[22,4]",19.265955,"[2,3]",Down Tree,37
ROUTE,1976.933713,47,"[2,3]",92_2,"[34,1]","[22,4]",19.265955,"[4,3]",Cluster Routing Router Gateway 2,37
ROUTE,1976.933805,56,"[4,3]",92_2,"[34,1]","[22,4]",19.265955,"[4,4]",Cluster Routing Cluster,56
SEND,1982.662285,51,"[14,3]",51_4,"[14,3]","[4,2]",47.193150,,,
ROUTE,1982.662285,51,"[14,3]",51_4,"[14,3]","[4,2]",47.193150,"[14,254]",Up Tree,51
ROUTE,1982.662365,40,"[14,2]",51_4,"[14,3]","[4,2]",47.193150,"[6,4]",Up Tree,40
ROUTE,1982.662458,31,"[6,4]",51_4,"[14,3]","[4,2]",47.193150,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1982.662557,22,"[6,1]",51_4,"[14,3]","[4,2]",47.193150,"[1,4]",Up Tree,22
ROUTE,1982.662651,23,"[1,4]",51_4,"[14,3]","[4,2]",47.193150,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1982.662740,24,"[1,1]",51_4,"[14,3]","[4,2]",47.193150,"[1,3]",Down Tree,24
ROUTE,1982.662852,26,"[1,3]",51_4,"[14,3]","[4,2]",47.193150,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,1982.662969,37,"[2,1]",51_4,"[14,3]","[4,2]",47.193150,"[2,2]",Cluster Routing Cluster,37
SEND,1988.188971,9,"[5,3]",9_2,"[5,3]","[16,4]",16.578956,,,
ROUTE,1988.188971,9,"[5,3]",9_2,"[5,3]","[16,4]",16.578956,"[5,254]",Up Tree,9
ROUTE,1988.189078,18,"[5,2]",9_2,"[5,3]","[16,4]",16.578956,"[2,4]",Up Tree,18
ROUTE,1988.189162,28,"[2,4]",9_2,"[5,3]","[16,4]",16.578956,"[2,254]",Cluster Routing Router Gateway,18
ROUTE,1988.189276,37,"[2,1]",9_2,"[5,3]","[16,4]",16.578956,"[1,3]",Up Tree,37
ROUTE,1988.189393,26,"[1,3]",9_2,"[5,3]","[16,4]",16.578956,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,1988.189505,24,"[1,1]",9_2,"[5,3]","[16,4]",16.578956,"[1,4]",Down Tree,24
ROUTE,1988.189594,23,"[1,4]",9_2,"[5,3]","[16,4]",16.578956,"[6,5]",Cluster Routing Cluster,23
ROUTE,1988.189680,32,"[6,5]",9_2,"[5,3]","[16,4]",16.578956,"[16,4]",Cluster Routing Cluster,32
RECEIVE,1988.189773,42,"[16,4]",9_2,"[5,3]","[16,4]",16.578956,,,32
SEND,1989.462058,91,"[33,1]",91_2,"[33,1]","[5,3]",48.089465,,,
ROUTE,1989.462058,91,"[33,1]",91_2,"[33,1]","[5,3]",48.089465,"[33,254]",Up Tree,91
ROUTE,1989.462122,81,"[26,3]",91_2,"[33,1]","[5,3]",48.089465,"[26,254]",Up Tree,81
ROUTE,1989.462230,70,"[26,1]",91_2,"[33,1]","[5,3]",48.089465,"[21,1]",Up Tree,70
ROUTE,1989.462298,60,"[21,1]",91_2,"[33,1]","[5,3]",48.089465,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,1989.462359,50,"[14,4]",91_2,"[33,1]","[5,3]",48.089465,"[14,254]",Up Tree,50
ROUTE,1989.462457,40,"[14,2]",91_2,"[33,1]","[5,3]",48.089465,"[6,4]",Up Tree,40
ROUTE,1989.462549,31,"[6,4]",91_2,"[33,1]","[5,3]",48.089465,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,1989.462648,22,"[6,1]",91_2,"[33,1]","[5,3]",48.089465,"[1,4]",Up Tree,22
ROUTE,1989.462743,23,"[1,4]",91_2,"[33,1]","[5,3]",48.089465,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,1989.462831,24,"[1,1]",91_2,"[33,1]","[5,3]",48.089465,"[1,3]",Cluster Routing Cluster,24
ROUTE,1989.462944,26,"[1,3]",91_2,"[33,1]","[5,3]",48.089465,"[5,3]",Cluster Routing Cluster,26
RECEIVE,1989.463063,17,"[5,3]",91_2,"[33,1]","[5,3]",48.089465,,,26
SEND,1996.230358,17,"[5,3]",17_6,"[5,3]","[28,1]",31.370757,,,
SEND,2010.205638,64,"[22,4]",64_2,"[22,4]","[25,1]",49.399053,,,
SEND,2013.016451,25,"[3,9]",25_3,"[3,9]","[23,1]",37.442312,,,
ROUTE,2013.016451,25,"[3,9]",25_3,"[3,9]","[23,1]",37.442312,"[3,254]",Up Tree,25
SEND,2018.896419,93,"[34,2]",93_2,"[34,2]","[31,2]",20.833104,,,
ROUTE,2018.896419,93,"[34,2]",93_2,"[34,2]","[31,2]",20.833104,"[35,1]",Cluster Routing Cluster,93
ROUTE,2018.896521,84,"[35,1]",93_2,"[34,2]","[31,2]",20.833104,"[31,2]",Cluster Routing Cluster,84
RECEIVE,2018.896577,85,"[31,2]",93_2,"[34,2]","[31,2]",20.833104,,,84
SEND,2056.977280,36,"[3,8]",36_6,"[3,8]","[29,3]",11.270499,,,
ROUTE,2056.977280,36,"[3,8]",36_6,"[3,8]","[29,3]",11.270499,"[3,254]",Up Tree,36
SEND,2064.269491,66,"[4,2]",66_30,"[4,2]","[18,2]",22.201887,,,
ROUTE,2064.269491,66,"[4,2]",66_30,"[4,2]","[18,2]",22.201887,"[4,254]",Up Tree,66
ROUTE,2064.269566,56,"[4,3]",66_30,"[4,2]","[18,2]",22.201887,"[2,3]",Up Tree,56
ROUTE,2064.269657,47,"[2,3]",66_30,"[4,2]","[18,2]",22.201887,"[2,254]",Cluster Routing Router Gateway,56
ROUTE,2064.269749,37,"[2,1]",66_30,"[4,2]","[18,2]",22.201887,"[1,3]",Up Tree,37
ROUTE,2064.269866,26,"[1,3]",66_30,"[4,2]","[18,2]",22.201887,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2064.269979,24,"[1,1]",66_30,"[4,2]","[18,2]",22.201887,"[1,4]",Down Tree,24
ROUTE,2064.270067,23,"[1,4]",66_30,"[4,2]","[18,2]",22.201887,"[6,1]",Cluster Routing Router Gateway 2,24
ROUTE,2064.270161,22,"[6,1]",66_30,"[4,2]","[18,2]",22.201887,"[6,2]",Cluster Routing Cluster,22
ROUTE,2064.270237,21,"[6,2]",66_30,"[4,2]","[18,2]",22.201887,"[18,2]",Cluster Routing Cluster,21
RECEIVE,2064.270325,10,"[18,2]",66_30,"[4,2]","[18,2]",22.201887,,,21
SEND,2105.689156,49,"[10,2]",49_4,"[10,2]","[10,4]",43.407157,,,
ROUTE,2105.689156,49,"[10,2]",49_4,"[10,2]","[10,4]",43.407157,"[10,4]",Cluster Routing Cluster,49
RECEIVE,2105.689242,39,"[10,4]",49_4,"[10,2]","[10,4]",43.407157,,,49
SEND,2105.921312,44,"[3,1]",44_17,"[3,1]","[34,1]",40.265135,,,
ROUTE,2105.921312,44,"[3,1]",44_17,"[3,1]","[34,1]",40.265135,"[3,254]",Up Tree,44
SEND,2110.601652,10,"[18,2]",10_7,"[18,2]","[22,4]",47.990146,,,
SEND,2111.910738,86,"[29,3]",86_3,"[29,3]","[6,7]",10.671696,,,
SEND,2113.890637,55,"[4,4]",55_3,"[4,4]","[12,1]",14.840003,,,
ROUTE,2113.890637,55,"[4,4]",55_3,"[4,4]","[12,1]",14.840003,"[4,254]",Up Tree,55
ROUTE,2113.890716,56,"[4,3]",55_3,"[4,4]","[12,1]",14.840003,"[2,3]",Up Tree,56
ROUTE,2113.890808,47,"[2,3]",55_3,"[4,4]","[12,1]",14.840003,"[2,254]",Cluster Routing Router Gateway,56
ROUTE,2113.890900,37,"[2,1]",55_3,"[4,4]","[12,1]",14.840003,"[1,3]",Up Tree,37
ROUTE,2113.891017,26,"[1,3]",55_3,"[4,4]","[12,1]",14.840003,"[1,254]",Cluster Routing Router Gateway,37
ROUTE,2113.891129,24,"[1,1]",55_3,"[4,4]","[12,1]",14.840003,"[1,4]",Down Tree,24
ROUTE,2113.891218,23,"[1,4]",55_3,"[4,4]","[12,1]",14.840003,"[6,7]",Cluster Routing Cluster,23
SEND,2115.645437,75,"[31,3]",75_7,"[31,3]","[3,2]",48.820943,,,
ROUTE,2115.645437,75,"[31,3]",75_7,"[31,3]","[3,2]",48.820943,"[31,254]",Up Tree,75
ROUTE,2115.645482,76,"[31,1]",75_7,"[31,3]","[3,2]",48.820943,"[24,5]",Up Tree,76
ROUTE,2115.645572,77,"[24,5]",75_7,"[31,3]","[3,2]",48.820943,"[24,254]",Cluster Routing Router Gateway,76
ROUTE,2115.645652,78,"[17,3]",75_7,"[31,3]","[3,2]",48.820943,"[17,254]",Up Tree,78
ROUTE,2115.645768,69,"[17,1]",75_7,"[31,3]","[3,2]",48.820943,"[10,3]",Up Tree,69
ROUTE,2115.645842,59,"[10,3]",75_7,"[31,3]","[3,2]",48.820943,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2115.645929,48,"[10,1]",75_7,"[31,3]","[3,2]",48.820943,"[2,5]",Up Tree,48
ROUTE,2115.646032,38,"[2,5]",75_7,"[31,3]","[3,2]",48.820943,"[2,254]",Cluster Routing Router Gateway,48
ROUTE,2115.646129,37,"[2,1]",75_7,"[31,3]","[3,2]",48.820943,"[3,8]",Cluster Routing Cluster,37
SEND,2115.946076,20,"[11,1]",20_5,"[11,1]","[5,1]",40.151118,,,
SEND,2126.247817,10,"[18,2]",10_8,"[18,2]","[23,1]",13.752278,,,
SEND,2127.680381,90,"[32,1]",90_3,"[32,1]","[29,3]",43.855008,,,
ROUTE,2127.680381,90,"[32,1]",90_3,"[32,1]","[29,3]",43.855008,"[32,254]",Up Tree,90
ROUTE,2127.680478,80,"[26,2]",90_3,"[32,1]","[29,3]",43.855008,"[26,254]",Up Tree,80
ROUTE,2127.680547,70,"[26,1]",90_3,"[32,1]","[29,3]",43.855008,"[21,1]",Up Tree,70
ROUTE,2127.680615,60,"[21,1]",90_3,"[32,1]","[29,3]",43.855008,"[21,254]",Cluster Routing Router Gateway,70
ROUTE,2127.680676,50,"[14,4]",90_3,"[32,1]","[29,3]",43.855008,"[14,254]",Up Tree,50
ROUTE,2127.680774,40,"[14,2]",90_3,"[32,1]","[29,3]",43.855008,"[6,4]",Up Tree,40
ROUTE,2127.680866,31,"[6,4]",90_3,"[32,1]","[29,3]",43.855008,"[6,254]",Cluster Routing Router Gateway,40
ROUTE,2127.680965,22,"[6,1]",90_3,"[32,1]","[29,3]",43.855008,"[1,4]",Up Tree,22
ROUTE,2127.681059,23,"[1,4]",90_3,"[32,1]","[29,3]",43.855008,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2127.681148,24,"[1,1]",90_3,"[32,1]","[29,3]",43.855008,"[1,3]",Down Tree,24
ROUTE,2127.681260,26,"[1,3]",90_3,"[32,1]","[29,3]",43.855008,"[2,1]",Cluster Routing Router Gateway 2,24
ROUTE,2127.681378,37,"[2,1]",90_3,"[32,1]","[29,3]",43.855008,"[2,5]",Down Tree,37
ROUTE,2127.681475,38,"[2,5]",90_3,"[32,1]","[29,3]",43.855008,"[10,1]",Cluster Routing Router Gateway 2,37
ROUTE,2127.681578,48,"[10,1]",90_3,"[32,1]","[29,3]",43.855008,"[10,3]",Down Tree,48
ROUTE,2127.681665,59,"[10,3]",90_3,"[32,1]","[29,3]",43.855008,"[17,1]",Cluster Routing Router Gateway 2,48
ROUTE,2127.681738,69,"[17,1]",90_3,"[32,1]","[29,3]",43.855008,"[17,3]",Down Tree,69
ROUTE,2127.681854,78,"[17,3]",90_3,"[32,1]","[29,3]",43.855008,"[24,3]",Cluster Routing Cluster,78
ROUTE,2127.681954,87,"[24,3]",90_3,"[32,1]","[29,3]",43.855008,"[29,3]",Cluster Routing Cluster,87
RECEIVE,2127.682044,86,"[29,3]",90_3,"[32,1]","[29,3]",43.855008,,,87
SEND,2135.936267,15,"[19,2]",15_3,"[19,2]","[5,1]",40.832881,,,
SEND,2150.241354,33,"[6,6]",33_4,"[6,6]","[14,3]",11.668004,,,
ROUTE,2150.241354,33,"[6,6]",33_4,"[6,6]","[14,3]",11.668004,"[6,254]",Up Tree,33
ROUTE,2150.241470,22,"[6,1]",33_4,"[6,6]","[14,3]",11.668004,"[6,4]",Down Tree,22
ROUTE,2150.241569,31,"[6,4]",33_4,"[6,6]","[14,3]",11.668004,"[14,1]",Cluster Routing Cluster,31
SEND,2152.797240,63,"[23,1]",63_3,"[23,1]","[5,3]",34.526217,,,
ROUTE,2152.797240,63,"[23,1]",63_3,"[23,1]","[5,3]",34.526217,"[23,254]",Up Tree,63
ROUTE,2152.797336,52,"[16,3]",63_3,"[23,1]","[5,3]",34.526217,"[16,254]",Up Tree,52
ROUTE,2152.797445,43,"[16,1]",63_3,"[23,1]","[5,3]",34.526217,"[6,5]",Up Tree,43
ROUTE,2152.797562,32,"[6,5]",63_3,"[23,1]","[5,3]",34.526217,"[6,254]",Cluster Routing Router Gateway,43
ROUTE,2152.797628,22,"[6,1]",63_3,"[23,1]","[5,3]",34.526217,"[1,4]",Up Tree,22
ROUTE,2152.797722,23,"[1,4]",63_3,"[23,1]","[5,3]",34.526217,"[1,254]",Cluster Routing Router Gateway,22
ROUTE,2152.797811,24,"[1,1]",63_3,"[23,1]","[5,3]",34.526217,"[1,3]",Cluster Routing Cluster,24
ROUTE,2152.797923,26,"[1,3]",63_3,"[23,1]","[5,3]",34.526217,"[5,3]",Cluster Routing Cluster,26
RECEIVE,2152.798043,17,"[5,3]",63_3,"[23,1]","[5,3]",34.526217,,,26
SEND,2161.817021,68,"[17,2]",68_3,"[17,2]","[16,4]",25.963072,,,
ROUTE,2161.817021,68,"[17,2]",68_3,"[17,2]","[16,4]",25.963072,"[17,254]",Up Tree,68
ROUTE,2161.817129,69,"[17,1]",68_3,"[17,2]","[16,4]",25.963072,"[10,3]",Up Tree,69
ROUTE,2161.817202,59,"[10,3]",68_3,"[17,2]","[16,4]",25.963072,"[10,254]",Cluster Routing Router Gateway,69
ROUTE,2161.817290,48,"[10,1]",68_3,"[17,2]","[16,4]",25.963072,"[2,5]",Up Tree,48
ROUTE,2161.817392,38,"[2,5]",68_3,"[17,2]","[16,4]",25.963072,"[2,254]",Cluster Routing Router Gateway,48
