source_id,target_id,distance
15,93,585.606959
15,94,600.364462
15,95,591.549202
15,96,610.378508
15,97,645.242719
15,98,650.361786
15,99,708.747509
16,17,66.602850
16,18,123.627055
16,19,183.574136
16,20,468.993757
16,21,410.638660
16,22,334.810578
16,23,242.970523
16,24,155.358993
16,25,94.003089
16,26,64.273196
16,27,89.290134
16,28,135.102406
16,29,208.416233
16,30,480.109284
16,31,407.216573
16,32,320.955560
16,33,281.932981
16,34,185.710756
16,35,174.376187
16,36,112.523798
16,37,138.388673
16,38,180.469986
16,39,254.610364
16,40,484.525477
16,41,413.687572
16,42,351.795993
16,43,307.970000
16,44,237.919969
16,45,228.111107
16,46,188.633885
16,47,229.139219
16,48,261.039331
16,49,306.448465
16,50,553.734582
16,51,451.985362
16,52,415.199303
16,53,355.663051
16,54,308.258493
16,55,301.612313
16,56,271.887602
16,57,272.392311
16,58,291.462755
16,59,348.011447
16,60,553.583343
16,61,489.626489
16,62,462.084544
16,63,396.351034
16,64,367.622872
16,65,364.476962
16,66,346.323643
16,67,359.742122
16,68,402.722721
16,69,420.167656
16,70,595.672825
16,71,543.423962
16,72,516.384891
16,73,484.263755
16,74,457.204781
16,75,415.682611
16,76,430.705943
16,77,451.435070
16,78,454.097778
16,79,508.846315
16,80,653.938006
16,81,609.597614
16,82,576.199832
16,83,558.348254
16,84,518.331189
16,85,521.067710
16,86,484.238088
16,87,522.219203
16,88,555.780656
16,89,569.398089
16,90,722.555885
16,91,643.274396
16,92,638.875555
16,93,604.391408
16,94,602.122989
16,95,585.823932
16,96,586.421987
16,97,605.127109
